gene,sig_tissues,n_sig_tissues,lymphoid_fdr,tier
FAM102B,bone marrow,1,0.017527446394228707,1a_lymphoid
FAM104A,testis,1,,1b_testis_CT
FAM104B,"epididymis, fallopian tube",2,,2_restricted
FAM107A,"amygdala, cerebral cortex",2,,3_vital
FAM107B,,0,,4_broad
FAM110A,skin,1,,2_restricted
FAM110B,spleen,1,0.00011717992725127736,1a_lymphoid
FAM110C,esophagus,1,,2_restricted
FAM110D,adipose tissue,1,,2_restricted
FAM111A,,0,,4_broad
FAM111B,"thymus, tonsil",2,2.9706953100230486e-05,1a_lymphoid
FAM114A1,,0,,4_broad
FAM114A2,testis,1,,1b_testis_CT
FAM117A,"bone marrow, choroid plexus",2,2.290796509656508e-05,3_vital
FAM117B,thymus,1,0.037324625703852574,1a_lymphoid
FAM118A,epididymis,1,,2_restricted
FAM118B,choroid plexus,1,,3_vital
FAM120A,,0,,4_broad
FAM120AOS,,0,,4_broad
FAM120B,,0,,4_broad
FAM120C,,0,,4_broad
FAM124A,"retina, spinal cord",2,,3_vital
FAM124B,placenta,1,,2_restricted
FAM131A,"cerebral cortex, hippocampal formation",2,,3_vital
FAM131B,"cerebellum, cerebral cortex",2,,3_vital
FAM131C,"cerebellum, spinal cord",2,,3_vital
FAM133A,testis,1,,1b_testis_CT
FAM133B,bone marrow,1,1.6508738373529167e-08,1a_lymphoid
FAM135A,esophagus,1,,2_restricted
FAM135B,"cerebellum, retina",2,,3_vital
FAM136A,,0,,4_broad
FAM13A,,0,,4_broad
FAM13B,,0,,4_broad
FAM13C,spinal cord,1,,3_vital
FAM149A,liver,1,,3_vital
FAM149B1,,0,,4_broad
FAM151A,kidney,1,,3_vital
FAM151B,bone marrow,1,2.647836168808606e-15,1a_lymphoid
FAM153A,testis,1,,1b_testis_CT
FAM156A,,0,,4_broad
FAM156B,"pituitary gland, skin",2,,3_vital
FAM161A,retina,1,,3_vital
FAM161B,testis,1,,1b_testis_CT
FAM162A,,0,,4_broad
FAM162B,placenta,1,,2_restricted
FAM163A,pituitary gland,1,,3_vital
FAM163B,cerebral cortex,1,,3_vital
FAM166A,testis,1,,1b_testis_CT
FAM166B,"adrenal gland, skeletal muscle",2,,3_vital
FAM166C,testis,1,,1b_testis_CT
FAM167A,thyroid gland,1,,2_restricted
FAM167B,kidney,1,,3_vital
FAM168A,cerebral cortex,1,,3_vital
FAM168B,,0,,4_broad
FAM169A,retina,1,,3_vital
FAM170A,testis,1,,1b_testis_CT
FAM170B,testis,1,,1b_testis_CT
FAM171A1,"basal ganglia, spinal cord",2,,3_vital
FAM171A2,"cerebellum, cerebral cortex",2,,3_vital
FAM171B,cerebral cortex,1,,3_vital
FAM172A,,0,,4_broad
FAM174A,,0,,4_broad
FAM174B,pancreas,1,,3_vital
FAM174C,liver,1,,3_vital
FAM177A1,,0,,4_broad
FAM177B,stomach,1,,2_restricted
FAM178B,"bone marrow, spinal cord",2,0.0006292430703090352,3_vital
FAM180A,blood vessel,1,,2_restricted
FAM180B,choroid plexus,1,,3_vital
FAM181A,testis,1,,1b_testis_CT
FAM181B,,0,,4_broad
FAM183A,"choroid plexus, fallopian tube",2,,3_vital
FAM184A,,0,,4_broad
FAM184B,skeletal muscle,1,,3_vital
FAM185A,skeletal muscle,1,,3_vital
FAM186A,testis,1,,1b_testis_CT
FAM186B,testis,1,,1b_testis_CT
FAM187A,choroid plexus,1,,3_vital
FAM187B,testis,1,,1b_testis_CT
FAM193A,testis,1,,1b_testis_CT
FAM193B,,0,,4_broad
FAM199X,epididymis,1,,2_restricted
FAM200A,ovary,1,,2_restricted
FAM200B,,0,,4_broad
FAM204A,"bone marrow, testis",2,0.0007117797847143836,1a_lymphoid
FAM205A,testis,1,,1b_testis_CT
FAM205C,testis,1,,1b_testis_CT
FAM209A,testis,1,,1b_testis_CT
FAM209B,testis,1,,1b_testis_CT
FAM20A,liver,1,,3_vital
FAM20B,,0,,4_broad
FAM20C,,0,,4_broad
FAM210A,"skeletal muscle, tongue",2,,3_vital
FAM210B,,0,,4_broad
FAM216A,testis,1,,1b_testis_CT
FAM216B,fallopian tube,1,,2_restricted
FAM217A,testis,1,,1b_testis_CT
FAM217B,cerebral cortex,1,,3_vital
FAM219A,,0,,4_broad
FAM219B,,0,,4_broad
FAM220A,"skeletal muscle, testis",2,,3_vital
FAM221A,spinal cord,1,,3_vital
FAM221B,testis,1,,1b_testis_CT
FAM222A,spinal cord,1,,3_vital
FAM222B,"skeletal muscle, testis",2,,3_vital
FAM227A,"choroid plexus, testis",2,,3_vital
FAM227B,,0,,4_broad
FAM228A,testis,1,,1b_testis_CT
FAM228B,,0,,4_broad
FAM229A,testis,1,,1b_testis_CT
FAM229B,testis,1,,1b_testis_CT
FAM234A,skeletal muscle,1,,3_vital
FAM234B,"cerebellum, cerebral cortex",2,,3_vital
FAM236A,testis,1,,1b_testis_CT
FAM236B,testis,1,,1b_testis_CT
FAM236C,testis,1,,1b_testis_CT
FAM236D,testis,1,,1b_testis_CT
FAM237A,basal ganglia,1,,3_vital
FAM237B,"prostate, retina",2,,3_vital
FAM240A,"breast, salivary gland",2,,2_restricted
FAM240B,"bone marrow, pancreas",2,0.03814876987917981,3_vital
FAM240C,tongue,1,,2_restricted
FAM241A,adipose tissue,1,,2_restricted
FAM241B,cerebellum,1,,3_vital
FAM246A,testis,1,,1b_testis_CT
FAM246B,,0,,4_broad
FAM24A,testis,1,,1b_testis_CT
FAM24B,kidney,1,,3_vital
FAM25A,esophagus,1,,2_restricted
FAM25C,"esophagus, skin",2,,2_restricted
FAM25G,"esophagus, skin",2,,2_restricted
FAM32A,,0,,4_broad
FAM3A,,0,,4_broad
FAM3B,pancreas,1,,3_vital
FAM3C,"duodenum, small intestine",2,,2_restricted
FAM3D,"rectum, salivary gland",2,,2_restricted
FAM43A,spleen,1,9.410616422388853e-05,1a_lymphoid
FAM43B,adrenal gland,1,,3_vital
FAM47A,testis,1,,1b_testis_CT
FAM47B,testis,1,,1b_testis_CT
FAM47C,testis,1,,1b_testis_CT
FAM47E,fallopian tube,1,,2_restricted
FAM47E-STBD1,choroid plexus,1,,3_vital
FAM50A,skeletal muscle,1,,3_vital
FAM50B,skeletal muscle,1,,3_vital
FAM53A,testis,1,,1b_testis_CT
FAM53B,skeletal muscle,1,,3_vital
FAM53C,"bone marrow, testis",2,2.724932836386274e-06,1a_lymphoid
FAM72A,lymph node,1,0.010393225388580604,1a_lymphoid
FAM72B,"lymph node, thymus",2,7.971011513291636e-05,1a_lymphoid
FAM72C,"lymph node, thymus, tonsil",3,0.0003127151229683663,1a_lymphoid
FAM72D,thymus,1,0.00013928350025030922,1a_lymphoid
FAM76A,skeletal muscle,1,,3_vital
FAM76B,bone marrow,1,2.3873303395625366e-09,1a_lymphoid
FAM78A,skeletal muscle,1,,3_vital
FAM78B,,0,,4_broad
FAM81A,cerebral cortex,1,,3_vital
FAM81B,"choroid plexus, testis",2,,3_vital
FAM83A,esophagus,1,,2_restricted
FAM83B,skin,1,,2_restricted
FAM83C,"esophagus, skin",2,,2_restricted
FAM83D,"colon, esophagus, smooth muscle",3,,2_restricted
FAM83E,stomach,1,,2_restricted
FAM83F,testis,1,,1b_testis_CT
FAM83G,"esophagus, skin",2,,2_restricted
FAM83H,esophagus,1,,2_restricted
FAM86B1,basal ganglia,1,,3_vital
FAM86B2,,0,,4_broad
FAM89A,"adipose tissue, placenta",2,,2_restricted
FAM89B,skeletal muscle,1,,3_vital
FAM8A1,liver,1,,3_vital
FAM90A1,cerebral cortex,1,,3_vital
FAM90A10,testis,1,,1b_testis_CT
FAM90A14,,0,,4_broad
FAM90A16,,0,,4_broad
FAM90A17,,0,,4_broad
FAM90A18,,0,,4_broad
FAM90A19,,0,,4_broad
FAM90A22,,0,,4_broad
FAM90A23,,0,,4_broad
FAM90A26,cerebral cortex,1,,3_vital
FAM90A7,,0,,4_broad
FAM90A8,,0,,4_broad
FAM90A9,,0,,4_broad
FAM91A1,bone marrow,1,7.6278505991305e-07,1a_lymphoid
FAM98A,,0,,4_broad
FAM98B,thymus,1,5.4301072421040804e-05,1a_lymphoid
FAM98C,,0,,4_broad
FAM9A,testis,1,,1b_testis_CT
FAM9B,"liver, testis",2,,3_vital
FAM9C,spleen,1,1.1102715093091229e-44,1a_lymphoid
FAN1,,0,,4_broad
FANCA,testis,1,,1b_testis_CT
FANCB,"bone marrow, thymus",2,5.602589199914173e-06,1a_lymphoid
FANCC,liver,1,,3_vital
FANCD2,bone marrow,1,0.004385716648482717,1a_lymphoid
FANCD2OS,testis,1,,1b_testis_CT
FANCE,skin,1,,2_restricted
FANCF,,0,,4_broad
FANCG,,0,,4_broad
FANCI,thymus,1,0.0001667443125119845,1a_lymphoid
FANCL,pituitary gland,1,,3_vital
FANCM,testis,1,,1b_testis_CT
FANK1,"choroid plexus, testis",2,,3_vital
FAP,endometrium,1,,2_restricted
FAR1,"bone marrow, spinal cord",2,0.0051475109398827325,3_vital
FAR2,"colon, rectum",2,,2_restricted
FARP1,"kidney, liver",2,,3_vital
FARP2,testis,1,,1b_testis_CT
FARS2,choroid plexus,1,,3_vital
FARSA,"cerebral cortex, skeletal muscle",2,,3_vital
FARSB,skeletal muscle,1,,3_vital
FAS,,0,,4_broad
FASLG,"lymph node, spleen",2,7.1428959814009595e-06,1a_lymphoid
FASN,"adipose tissue, breast",2,,2_restricted
FASTK,"skeletal muscle, tongue",2,,3_vital
FASTKD1,heart muscle,1,,3_vital
FASTKD2,tongue,1,,2_restricted
FASTKD3,kidney,1,,3_vital
FASTKD5,"bone marrow, skeletal muscle",2,0.0015809454969694522,3_vital
FAT1,choroid plexus,1,,3_vital
FAT2,cerebellum,1,,3_vital
FAT3,basal ganglia,1,,3_vital
FAT4,blood vessel,1,,2_restricted
FATE1,testis,1,,1b_testis_CT
FAU,,0,,4_broad
FAXC,,0,,4_broad
FAXDC2,parathyroid gland,1,,2_restricted
FBF1,testis,1,,1b_testis_CT
FBH1,,0,,4_broad
FBL,ovary,1,,2_restricted
FBLIM1,blood vessel,1,,2_restricted
FBLL1,"cerebral cortex, hypothalamus",2,,3_vital
FBLN1,choroid plexus,1,,3_vital
FBLN2,heart muscle,1,,3_vital
FBLN5,blood vessel,1,,2_restricted
FBLN7,,0,,4_broad
FBN1,"adipose tissue, placenta",2,,2_restricted
FBN2,placenta,1,,2_restricted
FBN3,salivary gland,1,,2_restricted
FBP1,liver,1,,3_vital
FBP2,"skeletal muscle, tongue",2,,3_vital
FBRS,testis,1,,1b_testis_CT
FBRSL1,cerebellum,1,,3_vital
FBXL12,thymus,1,0.00031054971418905075,1a_lymphoid
FBXL13,"stomach, testis",2,,2_restricted
FBXL14,testis,1,,1b_testis_CT
FBXL15,,0,,4_broad
FBXL16,"basal ganglia, cerebral cortex",2,,3_vital
FBXL17,"skeletal muscle, tongue",2,,3_vital
FBXL18,cerebral cortex,1,,3_vital
FBXL19,"cerebral cortex, testis",2,,3_vital
FBXL2,choroid plexus,1,,3_vital
FBXL20,testis,1,,1b_testis_CT
FBXL22,"colon, endometrium",2,,2_restricted
FBXL3,bone marrow,1,0.0016349384280230674,1a_lymphoid
FBXL4,liver,1,,3_vital
FBXL5,"bone marrow, kidney",2,0.020229981194633196,3_vital
FBXL6,liver,1,,3_vital
FBXL7,,0,,4_broad
FBXL8,pancreas,1,,3_vital
FBXO10,skeletal muscle,1,,3_vital
FBXO11,,0,,4_broad
FBXO15,testis,1,,1b_testis_CT
FBXO16,"epididymis, pituitary gland",2,,3_vital
FBXO17,liver,1,,3_vital
FBXO2,amygdala,1,,3_vital
FBXO21,"epididymis, fallopian tube",2,,2_restricted
FBXO22,"liver, retina",2,,3_vital
FBXO24,testis,1,,1b_testis_CT
FBXO25,testis,1,,1b_testis_CT
FBXO27,skin,1,,2_restricted
FBXO28,skin,1,,2_restricted
FBXO3,"skeletal muscle, tongue",2,,3_vital
FBXO30,skeletal muscle,1,,3_vital
FBXO31,"cerebellum, skeletal muscle",2,,3_vital
FBXO32,skeletal muscle,1,,3_vital
FBXO33,bone marrow,1,9.883316927169733e-21,1a_lymphoid
FBXO34,tongue,1,,2_restricted
FBXO36,fallopian tube,1,,2_restricted
FBXO38,,0,,4_broad
FBXO39,testis,1,,1b_testis_CT
FBXO4,epididymis,1,,2_restricted
FBXO40,"skeletal muscle, tongue",2,,3_vital
FBXO41,cerebral cortex,1,,3_vital
FBXO42,blood vessel,1,,2_restricted
FBXO43,testis,1,,1b_testis_CT
FBXO44,cerebellum,1,,3_vital
FBXO45,,0,,4_broad
FBXO46,esophagus,1,,2_restricted
FBXO47,testis,1,,1b_testis_CT
FBXO48,"retina, skeletal muscle",2,,3_vital
FBXO5,"bone marrow, thymus",2,1.3104154926396885e-10,1a_lymphoid
FBXO6,,0,,4_broad
FBXO7,bone marrow,1,2.2830510319084936e-09,1a_lymphoid
FBXO8,liver,1,,3_vital
FBXO9,"adrenal gland, bone marrow",2,0.024393780214440348,3_vital
FBXW10,testis,1,,1b_testis_CT
FBXW10B,"esophagus, testis",2,,2_restricted
FBXW11,,0,,4_broad
FBXW12,pancreas,1,,3_vital
FBXW2,,0,,4_broad
FBXW4,"midbrain, spinal cord",2,,3_vital
FBXW5,"skeletal muscle, testis",2,,3_vital
FBXW7,"cerebral cortex, skin",2,,3_vital
FBXW8,,0,,4_broad
FBXW9,choroid plexus,1,,3_vital
FCAMR,"kidney, lymph node, tonsil",3,0.01157687093079348,3_vital
FCAR,"bone marrow, spleen",2,2.1406053406881705e-10,1a_lymphoid
FCER1A,skin,1,,2_restricted
FCER1G,"bone marrow, spleen",2,0.00412081038592558,1a_lymphoid
FCER2,"lymph node, spleen, tonsil",3,0.0005269072868162673,1a_lymphoid
FCF1,,0,,4_broad
FCGBP,"colon, small intestine",2,,2_restricted
FCGR1A,epididymis,1,,2_restricted
FCGR2A,"appendix, placenta",2,0.016243668305777774,1a_lymphoid
FCGR2B,placenta,1,,2_restricted
FCGR3A,"lung, spleen",2,6.745037935089635e-08,3_vital
FCGR3B,"appendix, spleen",2,2.6982345532798315e-06,1a_lymphoid
FCGRT,liver,1,,3_vital
FCHO1,,0,,4_broad
FCHO2,esophagus,1,,2_restricted
FCHSD1,parathyroid gland,1,,2_restricted
FCHSD2,,0,,4_broad
FCMR,"lymph node, tonsil",2,6.940921692400395e-05,1a_lymphoid
FCN1,bone marrow,1,8.853630737605013e-24,1a_lymphoid
FCN2,liver,1,,3_vital
FCN3,lung,1,,3_vital
FCRL1,"lymph node, tonsil",2,2.5803956866665946e-05,1a_lymphoid
FCRL2,"spleen, tonsil",2,3.5038882082620236e-05,1a_lymphoid
FCRL3,"lymph node, tonsil",2,4.5733272539667725e-07,1a_lymphoid
FCRL4,tonsil,1,6.400982833617186e-18,1a_lymphoid
FCRL5,"lymph node, tonsil",2,7.127204003068368e-08,1a_lymphoid
FCRL6,spleen,1,8.990959314594156e-08,1a_lymphoid
FCRLA,"lymph node, tonsil",2,9.453028262367841e-09,1a_lymphoid
FCRLB,tonsil,1,1.4188649492118176e-07,1a_lymphoid
FCSK,,0,,4_broad
FDCSP,salivary gland,1,,2_restricted
FDFT1,,0,,4_broad
FDPS,liver,1,,3_vital
FDX1,adrenal gland,1,,3_vital
FDX2,cerebral cortex,1,,3_vital
FDXACB1,,0,,4_broad
FDXR,adrenal gland,1,,3_vital
FECH,bone marrow,1,2.192128102484508e-23,1a_lymphoid
FEM1A,skeletal muscle,1,,3_vital
FEM1B,"bone marrow, testis",2,0.005882281105323567,1a_lymphoid
FEM1C,bone marrow,1,1.0098296709617253e-15,1a_lymphoid
FEN1,"bone marrow, thymus",2,0.0027533539253830723,1a_lymphoid
FER,parathyroid gland,1,,2_restricted
FER1L5,testis,1,,1b_testis_CT
FER1L6,stomach,1,,2_restricted
FERD3L,cerebral cortex,1,,3_vital
FERMT1,rectum,1,,2_restricted
FERMT2,,0,,4_broad
FERMT3,"bone marrow, spleen",2,2.313564134050272e-06,1a_lymphoid
FES,"bone marrow, spleen",2,2.0866087388259913e-07,1a_lymphoid
FETUB,liver,1,,3_vital
FEV,duodenum,1,,2_restricted
FEZ1,spinal cord,1,,3_vital
FEZ2,skeletal muscle,1,,3_vital
FEZF1,hypothalamus,1,,3_vital
FEZF2,"cerebral cortex, hippocampal formation",2,,3_vital
FFAR1,"bone marrow, ovary, pancreas",3,0.0023982824311992506,3_vital
FFAR2,"appendix, bone marrow, spleen",3,0.00018135569475719864,1a_lymphoid
FFAR3,adipose tissue,1,,2_restricted
FFAR4,"colon, pituitary gland, rectum",3,,3_vital
FGA,liver,1,,3_vital
FGB,liver,1,,3_vital
FGD1,,0,,4_broad
FGD2,spleen,1,6.984425075055335e-11,1a_lymphoid
FGD3,"bone marrow, spleen",2,0.0036220069222322395,1a_lymphoid
FGD4,"retina, stomach",2,,3_vital
FGD5,spleen,1,0.013821863600958705,1a_lymphoid
FGD6,tonsil,1,0.0009665165590028545,1a_lymphoid
FGF1,"midbrain, spinal cord",2,,3_vital
FGF10,,0,,4_broad
FGF11,adrenal gland,1,,3_vital
FGF12,heart muscle,1,,3_vital
FGF13,hippocampal formation,1,,3_vital
FGF14,cerebellum,1,,3_vital
FGF16,choroid plexus,1,,3_vital
FGF17,cerebellum,1,,3_vital
FGF18,heart muscle,1,,3_vital
FGF19,gallbladder,1,,2_restricted
FGF2,adipose tissue,1,,2_restricted
FGF20,cerebellum,1,,3_vital
FGF21,liver,1,,3_vital
FGF22,skin,1,,2_restricted
FGF23,"heart muscle, liver",2,,3_vital
FGF3,cerebellum,1,,3_vital
FGF4,testis,1,,1b_testis_CT
FGF5,"cerebellum, gallbladder",2,,3_vital
FGF6,"skeletal muscle, tongue",2,,3_vital
FGF7,,0,,4_broad
FGF8,skeletal muscle,1,,3_vital
FGF9,"cerebellum, kidney",2,,3_vital
FGFBP1,esophagus,1,,2_restricted
FGFBP2,bone marrow,1,5.5835312347824865e-08,1a_lymphoid
FGFBP3,cerebral cortex,1,,3_vital
FGFR1,,0,,4_broad
FGFR1OP2,bone marrow,1,0.00032984620166504145,1a_lymphoid
FGFR2,spinal cord,1,,3_vital
FGFR3,skin,1,,2_restricted
FGFR4,"liver, lung",2,,3_vital
FGFRL1,pancreas,1,,3_vital
FGG,liver,1,,3_vital
FGGY,liver,1,,3_vital
FGL1,liver,1,,3_vital
FGL2,"blood vessel, spleen",2,0.000888272712503772,1a_lymphoid
FGR,"bone marrow, spleen",2,1.1962218432718223e-08,1a_lymphoid
FH,"liver, skeletal muscle, tongue",3,,3_vital
FHAD1,"choroid plexus, fallopian tube, testis",3,,3_vital
FHDC1,"parathyroid gland, thyroid gland",2,,2_restricted
FHIP1A,skeletal muscle,1,,3_vital
FHIP1B,bone marrow,1,0.016253856486523013,1a_lymphoid
FHIP2A,bone marrow,1,4.478834087617798e-13,1a_lymphoid
FHIP2B,,0,,4_broad
FHIT,choroid plexus,1,,3_vital
FHL1,"skeletal muscle, tongue",2,,3_vital
FHL2,heart muscle,1,,3_vital
FHL3,"skeletal muscle, tongue",2,,3_vital
FHL5,blood vessel,1,,2_restricted
FHOD1,"skeletal muscle, spleen",2,0.00040281283236852795,3_vital
FHOD3,heart muscle,1,,3_vital
FIBCD1,hippocampal formation,1,,3_vital
FIBIN,blood vessel,1,,2_restricted
FIBP,cerebral cortex,1,,3_vital
FICD,pancreas,1,,3_vital
FIG4,parathyroid gland,1,,2_restricted
FIGLA,ovary,1,,2_restricted
FIGN,blood vessel,1,,2_restricted
FIGNL1,,0,,4_broad
FIGNL2,kidney,1,,3_vital
FILIP1,"heart muscle, tongue",2,,3_vital
FILIP1L,blood vessel,1,,2_restricted
FIP1L1,testis,1,,1b_testis_CT
FIS1,spinal cord,1,,3_vital
FITM1,"heart muscle, skeletal muscle",2,,3_vital
FITM2,heart muscle,1,,3_vital
FIZ1,,0,,4_broad
FJX1,basal ganglia,1,,3_vital
FKBP10,blood vessel,1,,2_restricted
FKBP11,pancreas,1,,3_vital
FKBP14,smooth muscle,1,,2_restricted
FKBP15,salivary gland,1,,2_restricted
FKBP1A,basal ganglia,1,,3_vital
FKBP1B,"basal ganglia, hippocampal formation",2,,3_vital
FKBP1C,basal ganglia,1,,3_vital
FKBP2,"choroid plexus, epididymis",2,,3_vital
FKBP3,"skeletal muscle, tongue",2,,3_vital
FKBP4,cerebellum,1,,3_vital
FKBP5,"skeletal muscle, tongue",2,,3_vital
FKBP6,testis,1,,1b_testis_CT
FKBP7,ovary,1,,2_restricted
FKBP8,,0,,4_broad
FKBP9,,0,,4_broad
FKBPL,"esophagus, skin",2,,2_restricted
FKRP,,0,,4_broad
FKTN,retina,1,,3_vital
FLACC1,testis,1,,1b_testis_CT
FLAD1,,0,,4_broad
FLCN,cerebellum,1,,3_vital
FLG,skin,1,,2_restricted
FLG2,skin,1,,2_restricted
FLI1,spleen,1,5.3999029404749846e-06,1a_lymphoid
FLII,skeletal muscle,1,,3_vital
FLNA,blood vessel,1,,2_restricted
FLNB,,0,,4_broad
FLNC,skeletal muscle,1,,3_vital
FLOT1,,0,,4_broad
FLOT2,,0,,4_broad
FLRT1,cerebral cortex,1,,3_vital
FLRT2,ovary,1,,2_restricted
FLRT3,kidney,1,,3_vital
FLT1,placenta,1,,2_restricted
FLT3,cerebellum,1,,3_vital
FLT3LG,,0,,4_broad
FLT4,thyroid gland,1,,2_restricted
FLVCR1,small intestine,1,,2_restricted
FLVCR2,choroid plexus,1,,3_vital
FLYWCH1,,0,,4_broad
FLYWCH2,,0,,4_broad
FMC1,"heart muscle, skeletal muscle, tongue",3,,3_vital
FMC1-LUC7L2,skeletal muscle,1,,3_vital
FMN1,retina,1,,3_vital
FMN2,cerebral cortex,1,,3_vital
FMNL1,bone marrow,1,6.70421394011492e-15,1a_lymphoid
FMNL2,spinal cord,1,,3_vital
FMNL3,tonsil,1,0.01601135154807889,1a_lymphoid
FMO1,kidney,1,,3_vital
FMO2,"blood vessel, lung",2,,3_vital
FMO3,liver,1,,3_vital
FMO4,"kidney, liver",2,,3_vital
FMO5,liver,1,,3_vital
FMOD,blood vessel,1,,2_restricted
FMR1,,0,,4_broad
FMR1NB,testis,1,,1b_testis_CT
FN1,"blood vessel, placenta",2,,2_restricted
FN3K,,0,,4_broad
FN3KRP,spinal cord,1,,3_vital
FNBP1,thymus,1,0.00021104774793320976,1a_lymphoid
FNBP1L,salivary gland,1,,2_restricted
FNBP4,,0,,4_broad
FNDC1,thyroid gland,1,,2_restricted
FNDC10,hypothalamus,1,,3_vital
FNDC11,testis,1,,1b_testis_CT
FNDC3A,liver,1,,3_vital
FNDC3B,placenta,1,,2_restricted
FNDC4,"adrenal gland, liver",2,,3_vital
FNDC5,"skeletal muscle, tongue",2,,3_vital
FNDC7,testis,1,,1b_testis_CT
FNDC8,testis,1,,1b_testis_CT
FNDC9,"basal ganglia, hypothalamus",2,,3_vital
FNIP1,bone marrow,1,0.030802297365346794,1a_lymphoid
FNIP2,"kidney, liver",2,,3_vital
FNTA,spinal cord,1,,3_vital
FNTB,spinal cord,1,,3_vital
FOCAD,choroid plexus,1,,3_vital
FOLH1,duodenum,1,,2_restricted
FOLR1,choroid plexus,1,,3_vital
FOLR2,placenta,1,,2_restricted
FOLR3,bone marrow,1,3.708838351379153e-22,1a_lymphoid
FOS,bone marrow,1,0.001143840786140449,1a_lymphoid
FOSB,bone marrow,1,0.03685967023828423,1a_lymphoid
FOSL1,urinary bladder,1,,2_restricted
FOSL2,bone marrow,1,0.006436204991977848,1a_lymphoid
FOXA1,prostate,1,,2_restricted
FOXA2,"liver, pancreas, stomach",3,,3_vital
FOXA3,"liver, pancreas",2,,3_vital
FOXB1,"hypothalamus, midbrain",2,,3_vital
FOXB2,hypothalamus,1,,3_vital
FOXC1,"blood vessel, salivary gland",2,,2_restricted
FOXC2,blood vessel,1,,2_restricted
FOXD1,,0,,4_broad
FOXD2,"blood vessel, colon, rectum",3,,2_restricted
FOXD3,colon,1,,2_restricted
FOXD4,cerebellum,1,,3_vital
FOXD4L1,"cerebellum, testis",2,,3_vital
FOXD4L3,"cerebral cortex, hippocampal formation",2,,3_vital
FOXD4L4,cerebellum,1,,3_vital
FOXD4L5,retina,1,,3_vital
FOXD4L6,"cerebellum, cerebral cortex, hippocampal formation",3,,3_vital
FOXE1,thyroid gland,1,,2_restricted
FOXE3,"basal ganglia, testis",2,,3_vital
FOXF1,"colon, urinary bladder",2,,2_restricted
FOXF2,colon,1,,2_restricted
FOXG1,"basal ganglia, cerebral cortex",2,,3_vital
FOXH1,basal ganglia,1,,3_vital
FOXI1,kidney,1,,3_vital
FOXI2,kidney,1,,3_vital
FOXI3,placenta,1,,2_restricted
FOXJ1,"choroid plexus, fallopian tube",2,,3_vital
FOXJ2,skeletal muscle,1,,3_vital
FOXJ3,skeletal muscle,1,,3_vital
FOXK1,,0,,4_broad
FOXK2,skeletal muscle,1,,3_vital
FOXL1,blood vessel,1,,2_restricted
FOXL2,ovary,1,,2_restricted
FOXL2NB,ovary,1,,2_restricted
FOXL3,testis,1,,1b_testis_CT
FOXM1,"bone marrow, thymus",2,0.00035673142998211713,1a_lymphoid
FOXN1,skin,1,,2_restricted
FOXN2,bone marrow,1,1.450495741505663e-11,1a_lymphoid
FOXN3,"bone marrow, skeletal muscle",2,0.015944435117535224,3_vital
FOXN4,testis,1,,1b_testis_CT
FOXO1,skeletal muscle,1,,3_vital
FOXO3,"pancreas, skeletal muscle",2,,3_vital
FOXO3B,"endometrium, ovary",2,,2_restricted
FOXO4,placenta,1,,2_restricted
FOXO6,"ovary, pancreas, thymus",3,0.014058898558967003,3_vital
FOXP1,bone marrow,1,0.025219605797747593,1a_lymphoid
FOXP2,colon,1,,2_restricted
FOXP3,"appendix, thymus",2,0.009806841735838396,1a_lymphoid
FOXP4,stomach,1,,2_restricted
FOXQ1,stomach,1,,2_restricted
FOXR1,testis,1,,1b_testis_CT
FOXR2,testis,1,,1b_testis_CT
FOXRED1,"choroid plexus, liver, tongue",3,,3_vital
FOXRED2,cerebral cortex,1,,3_vital
FOXS1,blood vessel,1,,2_restricted
FPGS,liver,1,,3_vital
FPGT,thyroid gland,1,,2_restricted
FPGT-TNNI3K,heart muscle,1,,3_vital
FPR1,"appendix, bone marrow, spleen",3,0.0009031028909254709,1a_lymphoid
FPR2,appendix,1,1.229625280475727e-13,1a_lymphoid
FPR3,lung,1,,3_vital
FRA10AC1,,0,,4_broad
FRAS1,thyroid gland,1,,2_restricted
FRAT1,"liver, spleen",2,0.004497974190784679,3_vital
FRAT2,"bone marrow, spleen",2,0.013766729026172502,1a_lymphoid
FREM1,epididymis,1,,2_restricted
FREM2,"kidney, thyroid gland",2,,3_vital
FREM3,cerebral cortex,1,,3_vital
FRG1,,0,,4_broad
FRG2,"cerebellum, skin",2,,3_vital
FRG2B,kidney,1,,3_vital
FRG2C,"kidney, testis",2,,3_vital
FRK,kidney,1,,3_vital
FRMD1,"stomach, thymus",2,0.016061878908508555,1a_lymphoid
FRMD3,"heart muscle, skeletal muscle, tongue",3,,3_vital
FRMD4A,adipose tissue,1,,2_restricted
FRMD4B,,0,,4_broad
FRMD5,heart muscle,1,,3_vital
FRMD6,"esophagus, skin",2,,2_restricted
FRMD7,"endometrium, kidney, smooth muscle",3,,3_vital
FRMD8,spleen,1,0.01405281145010632,1a_lymphoid
FRMPD1,retina,1,,3_vital
FRMPD2,retina,1,,3_vital
FRMPD3,"cerebellum, cerebral cortex",2,,3_vital
FRMPD4,"cerebral cortex, parathyroid gland",2,,3_vital
FRRS1,liver,1,,3_vital
FRRS1L,"cerebellum, cerebral cortex",2,,3_vital
